Tahun,Kabupaten/Kota,kasus_dbd,jumlah_meninggal,curah_hujan_mm,timbulan_sampah_ton,penduduk_ribu,kepadatan_penduduk_km2,akses_sanitasi_layak_persen,IR_DBD_per_100k
2021,semarang,167,2,2479,456208.57,1656.6,4433,93.67,10.080888566944344
2021,semarang,167,2,2479,456208.57,1656.6,4433,91.01,10.080888566944344
2021,temanggung,68,2,2479,105943.43,796.8,915,68.05,8.534136546184738
2021,kendal,197,0,2479,146820.66,1032.5,1030,83.81,19.07990314769976
2021,batang,266,4,2479,121404.75,813.5,1031,66.96,32.69821757836509
2021,pekalongan,246,0,2479,136894.27,982.7,1176,94.62,25.033072148163225
2021,pekalongan,246,0,2479,136894.27,982.7,1176,78.57,25.033072148163225
2021,pekalongan,246,0,2479,136894.27,310.2,6853,94.62,79.3036750483559
2021,pekalongan,246,0,2479,136894.27,310.2,6853,78.57,79.3036750483559
2021,pekalongan,246,0,2479,48039.69,982.7,1176,94.62,25.033072148163225
2021,pekalongan,246,0,2479,48039.69,982.7,1176,78.57,25.033072148163225
2021,pekalongan,246,0,2479,48039.69,310.2,6853,94.62,79.3036750483559
2021,pekalongan,246,0,2479,48039.69,310.2,6853,78.57,79.3036750483559
2021,pekalongan,246,0,2479,136894.27,982.7,1176,94.62,25.033072148163225
2021,pekalongan,246,0,2479,136894.27,982.7,1176,78.57,25.033072148163225
2021,pekalongan,246,0,2479,136894.27,310.2,6853,94.62,79.3036750483559
2021,pekalongan,246,0,2479,136894.27,310.2,6853,78.57,79.3036750483559
2021,pekalongan,246,0,2479,48039.69,982.7,1176,94.62,25.033072148163225
2021,pekalongan,246,0,2479,48039.69,982.7,1176,78.57,25.033072148163225
2021,pekalongan,246,0,2479,48039.69,310.2,6853,94.62,79.3036750483559
2021,pekalongan,246,0,2479,48039.69,310.2,6853,78.57,79.3036750483559
2021,pemalang,40,0,2479,208579.51,1490.5,1333,77.89,2.683663200268366
2021,tegal,371,4,2479,251950.08,1618.3,1841,92.77,22.925291973058147
2021,tegal,371,4,2479,251950.08,1618.3,1841,84.23,22.925291973058147
2021,tegal,371,4,2479,251950.08,276.9,6975,92.77,133.98338750451427
2021,tegal,371,4,2479,251950.08,276.9,6975,84.23,133.98338750451427
2021,tegal,371,4,2479,75932.3,1618.3,1841,92.77,22.925291973058147
2021,tegal,371,4,2479,75932.3,1618.3,1841,84.23,22.925291973058147
2021,tegal,371,4,2479,75932.3,276.9,6975,92.77,133.98338750451427
2021,tegal,371,4,2479,75932.3,276.9,6975,84.23,133.98338750451427
2021,tegal,371,4,2479,251950.08,1618.3,1841,92.77,22.925291973058147
2021,tegal,371,4,2479,251950.08,1618.3,1841,84.23,22.925291973058147
2021,tegal,371,4,2479,251950.08,276.9,6975,92.77,133.98338750451427
2021,tegal,371,4,2479,251950.08,276.9,6975,84.23,133.98338750451427
2021,tegal,371,4,2479,75932.3,1618.3,1841,92.77,22.925291973058147
2021,tegal,371,4,2479,75932.3,1618.3,1841,84.23,22.925291973058147
2021,tegal,371,4,2479,75932.3,276.9,6975,92.77,133.98338750451427
2021,tegal,371,4,2479,75932.3,276.9,6975,84.23,133.98338750451427
2021,brebes,282,8,2479,247717.3,2003.3,1204,80.1,14.076773324015374
2021,magelang,21,0,2479,184918.4,1312.2,1209,84.04,1.6003657978966623
2021,magelang,21,0,2479,184918.4,1312.2,1209,78.4,1.6003657978966623
2021,magelang,21,0,2479,184918.4,121.6,6527,84.04,17.269736842105264
2021,magelang,21,0,2479,184918.4,121.6,6527,78.4,17.269736842105264
2021,magelang,21,0,2479,26871.93,1312.2,1209,84.04,1.6003657978966623
2021,magelang,21,0,2479,26871.93,1312.2,1209,78.4,1.6003657978966623
2021,magelang,21,0,2479,26871.93,121.6,6527,84.04,17.269736842105264
2021,magelang,21,0,2479,26871.93,121.6,6527,78.4,17.269736842105264
2021,magelang,21,0,2479,184918.4,1312.2,1209,84.04,1.6003657978966623
2021,magelang,21,0,2479,184918.4,1312.2,1209,78.4,1.6003657978966623
2021,magelang,21,0,2479,184918.4,121.6,6527,84.04,17.269736842105264
2021,magelang,21,0,2479,184918.4,121.6,6527,78.4,17.269736842105264
2021,magelang,21,0,2479,26871.93,1312.2,1209,84.04,1.6003657978966623
2021,magelang,21,0,2479,26871.93,1312.2,1209,78.4,1.6003657978966623
2021,magelang,21,0,2479,26871.93,121.6,6527,84.04,17.269736842105264
2021,magelang,21,0,2479,26871.93,121.6,6527,78.4,17.269736842105264
2021,surakarta,73,3,2479,111831.6,522.8,11256,88.73,13.963274674827852
2021,salatiga,24,0,2479,29555.51,194.5,3367,98.07,12.339331619537274
2021,semarang,320,4,2479,140742.04,1062.8,1118,93.67,30.109145652992098
2021,semarang,320,4,2479,140742.04,1062.8,1118,91.01,30.109145652992098
2021,semarang,320,4,2479,140742.04,1656.6,4433,93.67,19.316672703126887
2021,semarang,320,4,2479,140742.04,1656.6,4433,91.01,19.316672703126887
2021,semarang,320,4,2479,456208.57,1062.8,1118,93.67,30.109145652992098
2021,semarang,320,4,2479,456208.57,1062.8,1118,91.01,30.109145652992098
2021,semarang,320,4,2479,456208.57,1656.6,4433,93.67,19.316672703126887
2021,semarang,320,4,2479,456208.57,1656.6,4433,91.01,19.316672703126887
2021,semarang,320,4,2479,140742.04,1062.8,1118,93.67,30.109145652992098
2021,semarang,320,4,2479,140742.04,1062.8,1118,91.01,30.109145652992098
2021,semarang,320,4,2479,140742.04,1656.6,4433,93.67,19.316672703126887
2021,semarang,320,4,2479,140742.04,1656.6,4433,91.01,19.316672703126887
2021,semarang,320,4,2479,456208.57,1062.8,1118,93.67,30.109145652992098
2021,semarang,320,4,2479,456208.57,1062.8,1118,91.01,30.109145652992098
2021,semarang,320,4,2479,456208.57,1656.6,4433,93.67,19.316672703126887
2021,semarang,320,4,2479,456208.57,1656.6,4433,91.01,19.316672703126887
2021,pekalongan,85,6,2479,136894.27,982.7,1176,94.62,8.649638750381602
2021,pekalongan,85,6,2479,136894.27,982.7,1176,78.57,8.649638750381602
2021,pekalongan,85,6,2479,136894.27,310.2,6853,94.62,27.40167633784655
2021,pekalongan,85,6,2479,136894.27,310.2,6853,78.57,27.40167633784655
2021,pekalongan,85,6,2479,48039.69,982.7,1176,94.62,8.649638750381602
2021,pekalongan,85,6,2479,48039.69,982.7,1176,78.57,8.649638750381602
2021,pekalongan,85,6,2479,48039.69,310.2,6853,94.62,27.40167633784655
2021,pekalongan,85,6,2479,48039.69,310.2,6853,78.57,27.40167633784655
2021,pekalongan,85,6,2479,136894.27,982.7,1176,94.62,8.649638750381602
2021,pekalongan,85,6,2479,136894.27,982.7,1176,78.57,8.649638750381602
2021,pekalongan,85,6,2479,136894.27,310.2,6853,94.62,27.40167633784655
2021,pekalongan,85,6,2479,136894.27,310.2,6853,78.57,27.40167633784655
2021,pekalongan,85,6,2479,48039.69,982.7,1176,94.62,8.649638750381602
2021,pekalongan,85,6,2479,48039.69,982.7,1176,78.57,8.649638750381602
2021,pekalongan,85,6,2479,48039.69,310.2,6853,94.62,27.40167633784655
2021,pekalongan,85,6,2479,48039.69,310.2,6853,78.57,27.40167633784655
2021,tegal,59,2,2479,251950.08,1618.3,1841,92.77,3.6458011493542606
2021,tegal,59,2,2479,251950.08,1618.3,1841,84.23,3.6458011493542606
2021,tegal,59,2,2479,251950.08,276.9,6975,92.77,21.307331166486094
2021,tegal,59,2,2479,251950.08,276.9,6975,84.23,21.307331166486094
2021,tegal,59,2,2479,75932.3,1618.3,1841,92.77,3.6458011493542606
2021,tegal,59,2,2479,75932.3,1618.3,1841,84.23,3.6458011493542606
2021,tegal,59,2,2479,75932.3,276.9,6975,92.77,21.307331166486094
2021,tegal,59,2,2479,75932.3,276.9,6975,84.23,21.307331166486094
2021,tegal,59,2,2479,251950.08,1618.3,1841,92.77,3.6458011493542606
2021,tegal,59,2,2479,251950.08,1618.3,1841,84.23,3.6458011493542606
2021,tegal,59,2,2479,251950.08,276.9,6975,92.77,21.307331166486094
2021,tegal,59,2,2479,251950.08,276.9,6975,84.23,21.307331166486094
2021,tegal,59,2,2479,75932.3,1618.3,1841,92.77,3.6458011493542606
2021,tegal,59,2,2479,75932.3,1618.3,1841,84.23,3.6458011493542606
2021,tegal,59,2,2479,75932.3,276.9,6975,92.77,21.307331166486094
2021,tegal,59,2,2479,75932.3,276.9,6975,84.23,21.307331166486094
2022,cilacap,902,19,2664,347055.78,1985.6,884,79.1,45.42707493956487
2022,banyumas,307,13,2664,195964.49,1813.5,1366,79.8,16.92859112213951
2022,purbalingga,276,4,2664,186120.8,1020.2,1312,78.56,27.05351891785924
2022,banjarnegara,474,1,2664,179000.0,1038.7,976,51.66,45.633965533840374
2022,kebumen,156,2,2664,169013.4,1388.1,1041,93.49,11.238383401772207
2022,purworejo,131,1,2664,105694.22,784.0,757,80.21,16.709183673469386
2022,wonosobo,69,2,2664,133604.58,901.5,916,55.3,7.653910149750416
2022,magelang,313,9,2664,186196.26,1321.4,1217,82.27,23.686998637808387
2022,magelang,313,9,2664,186196.26,1321.4,1217,80.49,23.686998637808387
2022,magelang,313,9,2664,186196.26,122.1,6556,82.27,256.34725634725635
2022,magelang,313,9,2664,186196.26,122.1,6556,80.49,256.34725634725635
2022,magelang,313,9,2664,26938.83,1321.4,1217,82.27,23.686998637808387
2022,magelang,313,9,2664,26938.83,1321.4,1217,80.49,23.686998637808387
2022,magelang,313,9,2664,26938.83,122.1,6556,82.27,256.34725634725635
2022,magelang,313,9,2664,26938.83,122.1,6556,80.49,256.34725634725635
2022,magelang,313,9,2664,186196.26,1321.4,1217,82.27,23.686998637808387
2022,magelang,313,9,2664,186196.26,1321.4,1217,80.49,23.686998637808387
2022,magelang,313,9,2664,186196.26,122.1,6556,82.27,256.34725634725635
2022,magelang,313,9,2664,186196.26,122.1,6556,80.49,256.34725634725635
2022,magelang,313,9,2664,26938.83,1321.4,1217,82.27,23.686998637808387
2022,magelang,313,9,2664,26938.83,1321.4,1217,80.49,23.686998637808387
2022,magelang,313,9,2664,26938.83,122.1,6556,82.27,256.34725634725635
2022,magelang,313,9,2664,26938.83,122.1,6556,80.49,256.34725634725635
2022,boyolali,297,4,2664,111246.04,1081.0,999,92.4,27.474560592044405
2022,klaten,540,24,2664,167909.84,1277.6,1824,95.0,42.266750156543516
2022,sukoharjo,643,7,2664,121303.49,922.0,1979,96.14,69.73969631236443
2022,wonogiri,109,3,2664,162628.77,1057.4,581,94.62,10.308303385662947
2022,karanganyar,345,8,2664,120247.99,947.5,1226,96.32,36.41160949868074
2022,sragen,187,0,2664,145452.12,994.5,1057,93.08,18.803418803418804
2022,grobogan,1275,14,2664,186358.55,1478.7,731,87.93,86.22438628525056
2022,blora,589,15,2664,117978.89,897.4,493,91.52,65.63405393358592
2022,rembang,201,3,2664,143493.63,651.9,1027,92.92,30.83294983893235
2022,pati,911,8,2664,178949.07,1344.0,895,93.8,67.7827380952381
2022,kudus,553,8,2664,121287.19,859.9,2010,92.78,64.30980346551925
2022,jepara,221,3,2664,178049.0,1210.3,1201,68.14,18.25993555316864
2022,demak,305,3,2664,173950.41,1223.7,1360,91.64,24.92440957751083
2022,semarang,90,0,2664,141671.21,1071.5,1127,92.45,8.399440037330844
2022,semarang,90,0,2664,141671.21,1071.5,1127,85.91,8.399440037330844
2022,semarang,90,0,2664,141671.21,1671.6,4473,92.45,5.384063173007896
2022,semarang,90,0,2664,141671.21,1671.6,4473,85.91,5.384063173007896
2022,semarang,90,0,2664,461288.66,1071.5,1127,92.45,8.399440037330844
2022,semarang,90,0,2664,461288.66,1071.5,1127,85.91,8.399440037330844
2022,semarang,90,0,2664,461288.66,1671.6,4473,92.45,5.384063173007896
2022,semarang,90,0,2664,461288.66,1671.6,4473,85.91,5.384063173007896
2022,semarang,90,0,2664,141671.21,1071.5,1127,92.45,8.399440037330844
2022,semarang,90,0,2664,141671.21,1071.5,1127,85.91,8.399440037330844
2022,semarang,90,0,2664,141671.21,1671.6,4473,92.45,5.384063173007896
2022,semarang,90,0,2664,141671.21,1671.6,4473,85.91,5.384063173007896
2022,semarang,90,0,2664,461288.66,1071.5,1127,92.45,8.399440037330844
2022,semarang,90,0,2664,461288.66,1071.5,1127,85.91,8.399440037330844
2022,semarang,90,0,2664,461288.66,1671.6,4473,92.45,5.384063173007896
2022,semarang,90,0,2664,461288.66,1671.6,4473,85.91,5.384063173007896
2022,temanggung,29,0,2664,106565.34,802.7,922,75.3,3.6128067771271954
2022,kendal,457,29,2664,147814.93,1043.2,1041,82.65,43.80751533742331
2022,batang,372,8,2664,122247.78,821.8,1042,67.29,45.26648819664152
2022,pekalongan,663,5,2664,137943.46,993.4,1188,86.82,66.74048721562312
2022,pekalongan,663,5,2664,137943.46,993.4,1188,77.8,66.74048721562312
2022,pekalongan,663,5,2664,137943.46,313.7,6932,86.82,211.34842205929235
2022,pekalongan,663,5,2664,137943.46,313.7,6932,77.8,211.34842205929235
2022,pekalongan,663,5,2664,48281.33,993.4,1188,86.82,66.74048721562312
2022,pekalongan,663,5,2664,48281.33,993.4,1188,77.8,66.74048721562312
2022,pekalongan,663,5,2664,48281.33,313.7,6932,86.82,211.34842205929235
2022,pekalongan,663,5,2664,48281.33,313.7,6932,77.8,211.34842205929235
2022,pekalongan,663,5,2664,137943.46,993.4,1188,86.82,66.74048721562312
2022,pekalongan,663,5,2664,137943.46,993.4,1188,77.8,66.74048721562312
2022,pekalongan,663,5,2664,137943.46,313.7,6932,86.82,211.34842205929235
2022,pekalongan,663,5,2664,137943.46,313.7,6932,77.8,211.34842205929235
2022,pekalongan,663,5,2664,48281.33,993.4,1188,86.82,66.74048721562312
2022,pekalongan,663,5,2664,48281.33,993.4,1188,77.8,66.74048721562312
2022,pekalongan,663,5,2664,48281.33,313.7,6932,86.82,211.34842205929235
2022,pekalongan,663,5,2664,48281.33,313.7,6932,77.8,211.34842205929235
2022,pemalang,114,5,2664,210080.57,1505.7,1347,77.69,7.571229328551504
2022,tegal,499,10,2664,254304.75,1635.8,1861,93.58,30.50495170558748
2022,tegal,499,10,2664,254304.75,1635.8,1861,85.82,30.50495170558748
2022,tegal,499,10,2664,254304.75,279.9,7050,93.58,178.27795641300466
2022,tegal,499,10,2664,254304.75,279.9,7050,85.82,178.27795641300466
2022,tegal,499,10,2664,76296.86,1635.8,1861,93.58,30.50495170558748
2022,tegal,499,10,2664,76296.86,1635.8,1861,85.82,30.50495170558748
2022,tegal,499,10,2664,76296.86,279.9,7050,93.58,178.27795641300466
2022,tegal,499,10,2664,76296.86,279.9,7050,85.82,178.27795641300466
2022,tegal,499,10,2664,254304.75,1635.8,1861,93.58,30.50495170558748
2022,tegal,499,10,2664,254304.75,1635.8,1861,85.82,30.50495170558748
2022,tegal,499,10,2664,254304.75,279.9,7050,93.58,178.27795641300466
2022,tegal,499,10,2664,254304.75,279.9,7050,85.82,178.27795641300466
2022,tegal,499,10,2664,76296.86,1635.8,1861,93.58,30.50495170558748
2022,tegal,499,10,2664,76296.86,1635.8,1861,85.82,30.50495170558748
2022,tegal,499,10,2664,76296.86,279.9,7050,93.58,178.27795641300466
2022,tegal,499,10,2664,76296.86,279.9,7050,85.82,178.27795641300466
2022,brebes,66,0,2664,249911.96,2022.5,1215,80.72,3.2632880098887513
2022,magelang,62,1,2664,186196.26,1321.4,1217,82.27,4.691993340396549
2022,magelang,62,1,2664,186196.26,1321.4,1217,80.49,4.691993340396549
2022,magelang,62,1,2664,186196.26,122.1,6556,82.27,50.778050778050776
2022,magelang,62,1,2664,186196.26,122.1,6556,80.49,50.778050778050776
2022,magelang,62,1,2664,26938.83,1321.4,1217,82.27,4.691993340396549
2022,magelang,62,1,2664,26938.83,1321.4,1217,80.49,4.691993340396549
2022,magelang,62,1,2664,26938.83,122.1,6556,82.27,50.778050778050776
2022,magelang,62,1,2664,26938.83,122.1,6556,80.49,50.778050778050776
2022,magelang,62,1,2664,186196.26,1321.4,1217,82.27,4.691993340396549
2022,magelang,62,1,2664,186196.26,1321.4,1217,80.49,4.691993340396549
2022,magelang,62,1,2664,186196.26,122.1,6556,82.27,50.778050778050776
2022,magelang,62,1,2664,186196.26,122.1,6556,80.49,50.778050778050776
2022,magelang,62,1,2664,26938.83,1321.4,1217,82.27,4.691993340396549
2022,magelang,62,1,2664,26938.83,1321.4,1217,80.49,4.691993340396549
2022,magelang,62,1,2664,26938.83,122.1,6556,82.27,50.778050778050776
2022,magelang,62,1,2664,26938.83,122.1,6556,80.49,50.778050778050776
2022,surakarta,166,7,2664,112282.68,524.2,11287,87.49,31.667302556276226
2022,salatiga,56,1,2664,29809.88,196.7,3405,97.72,28.469750889679712
2022,semarang,865,33,2664,141671.21,1071.5,1127,92.45,80.72795146990201
2022,semarang,865,33,2664,141671.21,1071.5,1127,85.91,80.72795146990201
2022,semarang,865,33,2664,141671.21,1671.6,4473,92.45,51.74682938502034
2022,semarang,865,33,2664,141671.21,1671.6,4473,85.91,51.74682938502034
2022,semarang,865,33,2664,461288.66,1071.5,1127,92.45,80.72795146990201
2022,semarang,865,33,2664,461288.66,1071.5,1127,85.91,80.72795146990201
2022,semarang,865,33,2664,461288.66,1671.6,4473,92.45,51.74682938502034
2022,semarang,865,33,2664,461288.66,1671.6,4473,85.91,51.74682938502034
2022,semarang,865,33,2664,141671.21,1071.5,1127,92.45,80.72795146990201
2022,semarang,865,33,2664,141671.21,1071.5,1127,85.91,80.72795146990201
2022,semarang,865,33,2664,141671.21,1671.6,4473,92.45,51.74682938502034
2022,semarang,865,33,2664,141671.21,1671.6,4473,85.91,51.74682938502034
2022,semarang,865,33,2664,461288.66,1071.5,1127,92.45,80.72795146990201
2022,semarang,865,33,2664,461288.66,1071.5,1127,85.91,80.72795146990201
2022,semarang,865,33,2664,461288.66,1671.6,4473,92.45,51.74682938502034
2022,semarang,865,33,2664,461288.66,1671.6,4473,85.91,51.74682938502034
2022,pekalongan,126,2,2664,137943.46,993.4,1188,86.82,12.68371250251661
2022,pekalongan,126,2,2664,137943.46,993.4,1188,77.8,12.68371250251661
2022,pekalongan,126,2,2664,137943.46,313.7,6932,86.82,40.1657634682818
2022,pekalongan,126,2,2664,137943.46,313.7,6932,77.8,40.1657634682818
2022,pekalongan,126,2,2664,48281.33,993.4,1188,86.82,12.68371250251661
2022,pekalongan,126,2,2664,48281.33,993.4,1188,77.8,12.68371250251661
2022,pekalongan,126,2,2664,48281.33,313.7,6932,86.82,40.1657634682818
2022,pekalongan,126,2,2664,48281.33,313.7,6932,77.8,40.1657634682818
2022,pekalongan,126,2,2664,137943.46,993.4,1188,86.82,12.68371250251661
2022,pekalongan,126,2,2664,137943.46,993.4,1188,77.8,12.68371250251661
2022,pekalongan,126,2,2664,137943.46,313.7,6932,86.82,40.1657634682818
2022,pekalongan,126,2,2664,137943.46,313.7,6932,77.8,40.1657634682818
2022,pekalongan,126,2,2664,48281.33,993.4,1188,86.82,12.68371250251661
2022,pekalongan,126,2,2664,48281.33,993.4,1188,77.8,12.68371250251661
2022,pekalongan,126,2,2664,48281.33,313.7,6932,86.82,40.1657634682818
2022,pekalongan,126,2,2664,48281.33,313.7,6932,77.8,40.1657634682818
2022,tegal,107,8,2664,254304.75,1635.8,1861,93.58,6.541141948893507
2022,tegal,107,8,2664,254304.75,1635.8,1861,85.82,6.541141948893507
2022,tegal,107,8,2664,254304.75,279.9,7050,93.58,38.227938549481955
2022,tegal,107,8,2664,254304.75,279.9,7050,85.82,38.227938549481955
2022,tegal,107,8,2664,76296.86,1635.8,1861,93.58,6.541141948893507
2022,tegal,107,8,2664,76296.86,1635.8,1861,85.82,6.541141948893507
2022,tegal,107,8,2664,76296.86,279.9,7050,93.58,38.227938549481955
2022,tegal,107,8,2664,76296.86,279.9,7050,85.82,38.227938549481955
2022,tegal,107,8,2664,254304.75,1635.8,1861,93.58,6.541141948893507
2022,tegal,107,8,2664,254304.75,1635.8,1861,85.82,6.541141948893507
2022,tegal,107,8,2664,254304.75,279.9,7050,93.58,38.227938549481955
2022,tegal,107,8,2664,254304.75,279.9,7050,85.82,38.227938549481955
2022,tegal,107,8,2664,76296.86,1635.8,1861,93.58,6.541141948893507
2022,tegal,107,8,2664,76296.86,1635.8,1861,85.82,6.541141948893507
2022,tegal,107,8,2664,76296.86,279.9,7050,93.58,38.227938549481955
2022,tegal,107,8,2664,76296.86,279.9,7050,85.82,38.227938549481955
2023,cilacap,104,5,2100,350410.59,2007.8,893,80.38,5.179798784739516
2023,banyumas,273,4,2800,174507.37,1828.6,1377,83.0,14.929454227277699
2023,purbalingga,111,2,2100,199852.12,1027.3,1321,77.19,10.805022875498882
2023,banjarnegara,163,0,2100,134627.0,1047.2,984,46.09,15.565317035905272
2023,kebumen,83,0,2100,169225.2,1397.6,1048,93.68,5.93875214653692
2023,purworejo,23,0,2100,105828.91,788.3,762,81.43,2.9176709374603575
2023,wonosobo,49,0,2100,134105.74,909.7,924,58.14,5.386391117950973
2023,magelang,148,1,2100,170428.16,1330.7,1226,84.93,11.121965882618172
2023,magelang,148,1,2100,170428.16,1330.7,1226,85.14,11.121965882618172
2023,magelang,148,1,2100,170428.16,122.5,6581,84.93,120.81632653061224
2023,magelang,148,1,2100,170428.16,122.5,6581,85.14,120.81632653061224
2023,magelang,148,1,2100,26756.29,1330.7,1226,84.93,11.121965882618172
2023,magelang,148,1,2100,26756.29,1330.7,1226,85.14,11.121965882618172
2023,magelang,148,1,2100,26756.29,122.5,6581,84.93,120.81632653061224
2023,magelang,148,1,2100,26756.29,122.5,6581,85.14,120.81632653061224
2023,magelang,148,1,2100,170428.16,1330.7,1226,84.93,11.121965882618172
2023,magelang,148,1,2100,170428.16,1330.7,1226,85.14,11.121965882618172
2023,magelang,148,1,2100,170428.16,122.5,6581,84.93,120.81632653061224
2023,magelang,148,1,2100,170428.16,122.5,6581,85.14,120.81632653061224
2023,magelang,148,1,2100,26756.29,1330.7,1226,84.93,11.121965882618172
2023,magelang,148,1,2100,26756.29,1330.7,1226,85.14,11.121965882618172
2023,magelang,148,1,2100,26756.29,122.5,6581,84.93,120.81632653061224
2023,magelang,148,1,2100,26756.29,122.5,6581,85.14,120.81632653061224
2023,boyolali,442,5,2100,111334.46,1090.1,1008,89.31,40.546738831299876
2023,klaten,308,14,2100,167570.62,1284.4,1834,97.16,23.98006851448147
2023,sukoharjo,233,1,2100,121703.24,929.1,1994,95.68,25.078032504574317
2023,wonogiri,31,0,2100,163148.24,1063.8,584,96.12,2.91408159428464
2023,karanganyar,101,1,2100,120287.66,955.0,1236,97.03,10.575916230366492
2023,sragen,123,0,2100,145802.21,1001.6,1064,95.3,12.28035143769968
2023,grobogan,339,12,2100,188836.72,1489.9,737,90.49,22.753204913081415
2023,blora,266,12,2100,115882.54,901.6,496,90.72,29.503105590062113
2023,rembang,186,6,2100,143899.76,655.0,1032,95.44,28.396946564885493
2023,pati,463,4,2100,183226.37,1351.5,900,95.8,34.2582315945246
2023,kudus,385,2,2100,121873.74,865.7,2024,92.12,44.47268106734435
2023,jepara,124,5,2100,165089.0,1221.7,1212,70.49,10.14979127445363
2023,demak,285,2,2100,174351.0,1233.4,1371,93.6,23.10685908869791
2023,semarang,155,0,2100,141712.91,1080.2,1136,95.31,14.34919459359378
2023,semarang,155,0,2100,141712.91,1080.2,1136,85.5,14.34919459359378
2023,semarang,155,0,2100,141712.91,1694.7,4534,95.31,9.14616156251844
2023,semarang,155,0,2100,141712.91,1694.7,4534,85.5,9.14616156251844
2023,semarang,155,0,2100,457813.14,1080.2,1136,95.31,14.34919459359378
2023,semarang,155,0,2100,457813.14,1080.2,1136,85.5,14.34919459359378
2023,semarang,155,0,2100,457813.14,1694.7,4534,95.31,9.14616156251844
2023,semarang,155,0,2100,457813.14,1694.7,4534,85.5,9.14616156251844
2023,semarang,155,0,2100,141712.91,1080.2,1136,95.31,14.34919459359378
2023,semarang,155,0,2100,141712.91,1080.2,1136,85.5,14.34919459359378
2023,semarang,155,0,2100,141712.91,1694.7,4534,95.31,9.14616156251844
2023,semarang,155,0,2100,141712.91,1694.7,4534,85.5,9.14616156251844
2023,semarang,155,0,2100,457813.14,1080.2,1136,95.31,14.34919459359378
2023,semarang,155,0,2100,457813.14,1080.2,1136,85.5,14.34919459359378
2023,semarang,155,0,2100,457813.14,1694.7,4534,95.31,9.14616156251844
2023,semarang,155,0,2100,457813.14,1694.7,4534,85.5,9.14616156251844
2023,temanggung,17,0,2100,106927.83,808.7,929,69.89,2.10213923581056
2023,kendal,375,29,2100,150242.06,1053.8,1051,78.33,35.58550009489467
2023,batang,192,4,2100,255414.1,830.0,1052,61.7,23.132530120481928
2023,pekalongan,404,0,2100,138139.06,1004.1,1201,90.69,40.23503635096106
2023,pekalongan,404,0,2100,138139.06,1004.1,1201,83.47,40.23503635096106
2023,pekalongan,404,0,2100,138139.06,317.5,7017,90.69,127.24409448818899
2023,pekalongan,404,0,2100,138139.06,317.5,7017,83.47,127.24409448818899
2023,pekalongan,404,0,2100,48039.69,1004.1,1201,90.69,40.23503635096106
2023,pekalongan,404,0,2100,48039.69,1004.1,1201,83.47,40.23503635096106
2023,pekalongan,404,0,2100,48039.69,317.5,7017,90.69,127.24409448818899
2023,pekalongan,404,0,2100,48039.69,317.5,7017,83.47,127.24409448818899
2023,pekalongan,404,0,2100,138139.06,1004.1,1201,90.69,40.23503635096106
2023,pekalongan,404,0,2100,138139.06,1004.1,1201,83.47,40.23503635096106
2023,pekalongan,404,0,2100,138139.06,317.5,7017,90.69,127.24409448818899
2023,pekalongan,404,0,2100,138139.06,317.5,7017,83.47,127.24409448818899
2023,pekalongan,404,0,2100,48039.69,1004.1,1201,90.69,40.23503635096106
2023,pekalongan,404,0,2100,48039.69,1004.1,1201,83.47,40.23503635096106
2023,pekalongan,404,0,2100,48039.69,317.5,7017,90.69,127.24409448818899
2023,pekalongan,404,0,2100,48039.69,317.5,7017,83.47,127.24409448818899
2023,pemalang,51,1,2100,210878.02,1521.1,1361,80.73,3.352836762868977
2023,tegal,401,1,2100,282697.16,1653.6,1881,94.12,24.250120948234155
2023,tegal,401,1,2100,282697.16,1653.6,1881,85.87,24.250120948234155
2023,tegal,401,1,2100,282697.16,282.8,7123,94.12,141.7963224893918
2023,tegal,401,1,2100,282697.16,282.8,7123,85.87,141.7963224893918
2023,tegal,401,1,2100,78759.5,1653.6,1881,94.12,24.250120948234155
2023,tegal,401,1,2100,78759.5,1653.6,1881,85.87,24.250120948234155
2023,tegal,401,1,2100,78759.5,282.8,7123,94.12,141.7963224893918
2023,tegal,401,1,2100,78759.5,282.8,7123,85.87,141.7963224893918
2023,tegal,401,1,2100,282697.16,1653.6,1881,94.12,24.250120948234155
2023,tegal,401,1,2100,282697.16,1653.6,1881,85.87,24.250120948234155
2023,tegal,401,1,2100,282697.16,282.8,7123,94.12,141.7963224893918
2023,tegal,401,1,2100,282697.16,282.8,7123,85.87,141.7963224893918
2023,tegal,401,1,2100,78759.5,1653.6,1881,94.12,24.250120948234155
2023,tegal,401,1,2100,78759.5,1653.6,1881,85.87,24.250120948234155
2023,tegal,401,1,2100,78759.5,282.8,7123,94.12,141.7963224893918
2023,tegal,401,1,2100,78759.5,282.8,7123,85.87,141.7963224893918
2023,brebes,129,6,2100,250669.75,2041.4,1226,82.8,6.319192710884687
2023,magelang,44,0,2100,170428.16,1330.7,1226,84.93,3.3065303975351323
2023,magelang,44,0,2100,170428.16,1330.7,1226,85.14,3.3065303975351323
2023,magelang,44,0,2100,170428.16,122.5,6581,84.93,35.91836734693877
2023,magelang,44,0,2100,170428.16,122.5,6581,85.14,35.91836734693877
2023,magelang,44,0,2100,26756.29,1330.7,1226,84.93,3.3065303975351323
2023,magelang,44,0,2100,26756.29,1330.7,1226,85.14,3.3065303975351323
